"Institution","Year","Statistic Label","UNIT","VALUE"
"Dublin Institute of Technology","2009","Full-time Enrolments to Third Level Courses","Number","10409"
"Dublin Institute of Technology","2009","Part-time Enrolments to Third Level Courses","Number","3586"
"Dublin Institute of Technology","2009","Entrants to Third Level Courses","Number","2845"
"Dublin Institute of Technology","2010","Full-time Enrolments to Third Level Courses","Number","11301"
"Dublin Institute of Technology","2010","Part-time Enrolments to Third Level Courses","Number","4020"
"Dublin Institute of Technology","2010","Entrants to Third Level Courses","Number","3166"
"Dublin Institute of Technology","2011","Full-time Enrolments to Third Level Courses","Number","11733"
"Dublin Institute of Technology","2011","Part-time Enrolments to Third Level Courses","Number","3671"
"Dublin Institute of Technology","2011","Entrants to Third Level Courses","Number","2914"
"Dublin Institute of Technology","2012","Full-time Enrolments to Third Level Courses","Number","12329"
"Dublin Institute of Technology","2012","Part-time Enrolments to Third Level Courses","Number","3834"
"Dublin Institute of Technology","2012","Entrants to Third Level Courses","Number","3609"
"Dublin Institute of Technology","2013","Full-time Enrolments to Third Level Courses","Number","12728"
"Dublin Institute of Technology","2013","Part-time Enrolments to Third Level Courses","Number","3963"
"Dublin Institute of Technology","2013","Entrants to Third Level Courses","Number","3540"
"Dublin Institute of Technology","2014","Full-time Enrolments to Third Level Courses","Number","13251"
"Dublin Institute of Technology","2014","Part-time Enrolments to Third Level Courses","Number","4658"
"Dublin Institute of Technology","2014","Entrants to Third Level Courses","Number","3585"
"Dublin Institute of Technology","2015","Full-time Enrolments to Third Level Courses","Number","13828"
"Dublin Institute of Technology","2015","Part-time Enrolments to Third Level Courses","Number","4711"
"Dublin Institute of Technology","2015","Entrants to Third Level Courses","Number","3612"
"Dublin Institute of Technology","2016","Full-time Enrolments to Third Level Courses","Number","14234"
"Dublin Institute of Technology","2016","Part-time Enrolments to Third Level Courses","Number","5089"
"Dublin Institute of Technology","2016","Entrants to Third Level Courses","Number","3683"
"Dublin Institute of Technology","2017","Full-time Enrolments to Third Level Courses","Number","13964"
"Dublin Institute of Technology","2017","Part-time Enrolments to Third Level Courses","Number","5104"
"Dublin Institute of Technology","2017","Entrants to Third Level Courses","Number","3728"
"Athlone Institute of Technology","2000","Full-time Enrolments to Third Level Courses","Number","3032"
"Athlone Institute of Technology","2000","Part-time Enrolments to Third Level Courses","Number","567"
"Athlone Institute of Technology","2000","Entrants to Third Level Courses","Number","1281"
"Athlone Institute of Technology","2001","Full-time Enrolments to Third Level Courses","Number","3142"
"Athlone Institute of Technology","2001","Part-time Enrolments to Third Level Courses","Number","593"
"Athlone Institute of Technology","2001","Entrants to Third Level Courses","Number","1205"
"Athlone Institute of Technology","2002","Full-time Enrolments to Third Level Courses","Number","3282"
"Athlone Institute of Technology","2002","Part-time Enrolments to Third Level Courses","Number","841"
"Athlone Institute of Technology","2002","Entrants to Third Level Courses","Number","1140"
"Athlone Institute of Technology","2003","Full-time Enrolments to Third Level Courses","Number","3466"
"Athlone Institute of Technology","2003","Part-time Enrolments to Third Level Courses","Number","365"
"Athlone Institute of Technology","2003","Entrants to Third Level Courses","Number","1135"
"Athlone Institute of Technology","2004","Full-time Enrolments to Third Level Courses","Number","3517"
"Athlone Institute of Technology","2004","Part-time Enrolments to Third Level Courses","Number","388"
"Athlone Institute of Technology","2004","Entrants to Third Level Courses","Number","1035"
"Athlone Institute of Technology","2005","Full-time Enrolments to Third Level Courses","Number","3269"
"Athlone Institute of Technology","2005","Part-time Enrolments to Third Level Courses","Number","276"
"Athlone Institute of Technology","2005","Entrants to Third Level Courses","Number","1016"
"Athlone Institute of Technology","2006","Full-time Enrolments to Third Level Courses","Number","3512"
"Athlone Institute of Technology","2006","Part-time Enrolments to Third Level Courses","Number","333"
"Athlone Institute of Technology","2006","Entrants to Third Level Courses","Number","1157"
"Athlone Institute of Technology","2007","Full-time Enrolments to Third Level Courses","Number","3232"
"Athlone Institute of Technology","2007","Part-time Enrolments to Third Level Courses","Number",""
"Athlone Institute of Technology","2007","Entrants to Third Level Courses","Number","941"
"Athlone Institute of Technology","2008","Full-time Enrolments to Third Level Courses","Number","2837"
"Athlone Institute of Technology","2008","Part-time Enrolments to Third Level Courses","Number","1341"
"Athlone Institute of Technology","2008","Entrants to Third Level Courses","Number","855"
"Athlone Institute of Technology","2009","Full-time Enrolments to Third Level Courses","Number","3030"
"Athlone Institute of Technology","2009","Part-time Enrolments to Third Level Courses","Number","1263"
"Athlone Institute of Technology","2009","Entrants to Third Level Courses","Number","923"
"Athlone Institute of Technology","2010","Full-time Enrolments to Third Level Courses","Number","3364"
"Athlone Institute of Technology","2010","Part-time Enrolments to Third Level Courses","Number","1207"
"Athlone Institute of Technology","2010","Entrants to Third Level Courses","Number","1170"
"Athlone Institute of Technology","2011","Full-time Enrolments to Third Level Courses","Number","3695"
"Athlone Institute of Technology","2011","Part-time Enrolments to Third Level Courses","Number","1190"
"Athlone Institute of Technology","2011","Entrants to Third Level Courses","Number","1149"
"Athlone Institute of Technology","2012","Full-time Enrolments to Third Level Courses","Number","3611"
"Athlone Institute of Technology","2012","Part-time Enrolments to Third Level Courses","Number","1015"
"Athlone Institute of Technology","2012","Entrants to Third Level Courses","Number","1188"
"Athlone Institute of Technology","2013","Full-time Enrolments to Third Level Courses","Number","3748"
"Athlone Institute of Technology","2013","Part-time Enrolments to Third Level Courses","Number","1020"
"Athlone Institute of Technology","2013","Entrants to Third Level Courses","Number","1207"
"Athlone Institute of Technology","2014","Full-time Enrolments to Third Level Courses","Number","3926"
"Athlone Institute of Technology","2014","Part-time Enrolments to Third Level Courses","Number","971"
"Athlone Institute of Technology","2014","Entrants to Third Level Courses","Number","1184"
"Athlone Institute of Technology","2015","Full-time Enrolments to Third Level Courses","Number","3960"
"Athlone Institute of Technology","2015","Part-time Enrolments to Third Level Courses","Number","1036"
"Athlone Institute of Technology","2015","Entrants to Third Level Courses","Number","1120"
"Athlone Institute of Technology","2016","Full-time Enrolments to Third Level Courses","Number","3758"
"Athlone Institute of Technology","2016","Part-time Enrolments to Third Level Courses","Number","1119"
"Athlone Institute of Technology","2016","Entrants to Third Level Courses","Number","1059"
"Athlone Institute of Technology","2017","Full-time Enrolments to Third Level Courses","Number","3546"
"Athlone Institute of Technology","2017","Part-time Enrolments to Third Level Courses","Number","979"
"Athlone Institute of Technology","2017","Entrants to Third Level Courses","Number","1006"
"Institute of Technology, Carlow","2000","Full-time Enrolments to Third Level Courses","Number","2360"
"Institute of Technology, Carlow","2000","Part-time Enrolments to Third Level Courses","Number","429"
"Institute of Technology, Carlow","2000","Entrants to Third Level Courses","Number","1004"
"Institute of Technology, Carlow","2001","Full-time Enrolments to Third Level Courses","Number","2571"
"Institute of Technology, Carlow","2001","Part-time Enrolments to Third Level Courses","Number","579"
"Institute of Technology, Carlow","2001","Entrants to Third Level Courses","Number","1137"
"Institute of Technology, Carlow","2002","Full-time Enrolments to Third Level Courses","Number","2539"
"Institute of Technology, Carlow","2002","Part-time Enrolments to Third Level Courses","Number","1015"
"Institute of Technology, Carlow","2002","Entrants to Third Level Courses","Number","949"
"Institute of Technology, Carlow","2003","Full-time Enrolments to Third Level Courses","Number","2476"
"Institute of Technology, Carlow","2003","Part-time Enrolments to Third Level Courses","Number","534"
"Institute of Technology, Carlow","2003","Entrants to Third Level Courses","Number","848"
"Institute of Technology, Carlow","2004","Full-time Enrolments to Third Level Courses","Number","2510"
"Institute of Technology, Carlow","2004","Part-time Enrolments to Third Level Courses","Number","513"
"Institute of Technology, Carlow","2004","Entrants to Third Level Courses","Number","845"
"Institute of Technology, Carlow","2005","Full-time Enrolments to Third Level Courses","Number","2474"
"Institute of Technology, Carlow","2005","Part-time Enrolments to Third Level Courses","Number","601"
"Institute of Technology, Carlow","2005","Entrants to Third Level Courses","Number","732"
"Institute of Technology, Carlow","2006","Full-time Enrolments to Third Level Courses","Number","2702"
"Institute of Technology, Carlow","2006","Part-time Enrolments to Third Level Courses","Number","653"
"Institute of Technology, Carlow","2006","Entrants to Third Level Courses","Number","983"
"Institute of Technology, Carlow","2007","Full-time Enrolments to Third Level Courses","Number","2949"
"Institute of Technology, Carlow","2007","Part-time Enrolments to Third Level Courses","Number",""
"Institute of Technology, Carlow","2007","Entrants to Third Level Courses","Number","1125"
"Institute of Technology, Carlow","2008","Full-time Enrolments to Third Level Courses","Number","2845"
"Institute of Technology, Carlow","2008","Part-time Enrolments to Third Level Courses","Number","1262"
